"행정구역","2025년01월_총인구수","2025년01월_세대수","2025년01월_세대당 인구","2025년01월_남자 인구수","2025년01월_여자 인구수","2025년01월_남여 비율","2025년02월_총인구수","2025년02월_세대수","2025년02월_세대당 인구","2025년02월_남자 인구수","2025년02월_여자 인구수","2025년02월_남여 비율","2025년03월_총인구수","2025년03월_세대수","2025년03월_세대당 인구","2025년03월_남자 인구수","2025년03월_여자 인구수","2025년03월_남여 비율","2025년04월_총인구수","2025년04월_세대수","2025년04월_세대당 인구","2025년04월_남자 인구수","2025년04월_여자 인구수","2025년04월_남여 비율","2025년05월_총인구수","2025년05월_세대수","2025년05월_세대당 인구","2025년05월_남자 인구수","2025년05월_여자 인구수","2025년05월_남여 비율","2025년06월_총인구수","2025년06월_세대수","2025년06월_세대당 인구","2025년06월_남자 인구수","2025년06월_여자 인구수","2025년06월_남여 비율","2025년07월_총인구수","2025년07월_세대수","2025년07월_세대당 인구","2025년07월_남자 인구수","2025년07월_여자 인구수","2025년07월_남여 비율"
"서울특별시  (1100000000)","9,330,658","4,482,949","          2.08","4,504,432","4,826,226","          0.93","9,334,828","4,492,425","          2.08","4,505,412","4,829,416","          0.93","9,335,734","4,497,896","          2.08","4,504,618","4,831,116","          0.93","9,331,860","4,498,689","          2.07","4,501,804","4,830,056","          0.93","9,328,042","4,498,871","          2.07","4,499,145","4,828,897","          0.93","9,325,616","4,501,234","          2.07","4,497,354","4,828,262","          0.93","9,323,492","4,502,552","          2.07","4,495,747","4,827,745","          0.93"
"서울특별시 종로구 (1111000000)","138,208","72,156","          1.92","66,514","71,694","          0.93","138,277","72,319","          1.91","66,531","71,746","          0.93","138,184","72,387","          1.91","66,450","71,734","          0.93","138,096","72,430","          1.91","66,413","71,683","          0.93","138,049","72,434","          1.91","66,336","71,713","          0.93","138,015","72,509","          1.90","66,315","71,700","          0.92","137,857","72,499","          1.90","66,201","71,656","          0.92"
"서울특별시 중구 (1114000000)","120,325","64,933","          1.85","57,948","62,377","          0.93","120,119","64,932","          1.85","57,833","62,286","          0.93","119,850","64,863","          1.85","57,734","62,116","          0.93","119,601","64,738","          1.85","57,556","62,045","          0.93","119,336","64,617","          1.85","57,376","61,960","          0.93","119,097","64,490","          1.85","57,267","61,830","          0.93","118,861","64,369","          1.85","57,098","61,763","          0.92"
"서울특별시 용산구 (1117000000)","203,727","103,204","          1.97","97,392","106,335","          0.92","203,550","103,226","          1.97","97,264","106,286","          0.92","203,405","103,236","          1.97","97,137","106,268","          0.91","203,350","103,206","          1.97","97,097","106,253","          0.91","203,287","103,206","          1.97","97,054","106,233","          0.91","203,127","103,235","          1.97","96,925","106,202","          0.91","202,971","103,274","          1.97","96,826","106,145","          0.91"
"서울특별시 성동구 (1120000000)","273,549","131,857","          2.07","132,354","141,195","          0.94","273,577","132,124","          2.07","132,290","141,287","          0.94","273,523","132,253","          2.07","132,223","141,300","          0.94","273,371","132,175","          2.07","132,167","141,204","          0.94","273,305","132,192","          2.07","132,117","141,188","          0.94","273,195","132,209","          2.07","132,030","141,165","          0.94","272,979","132,160","          2.07","131,952","141,027","          0.94"
"서울특별시 광진구 (1121500000)","331,589","169,878","          1.95","158,992","172,597","          0.92","331,413","170,185","          1.95","158,888","172,525","          0.92","331,934","170,639","          1.95","159,056","172,878","          0.92","332,488","170,972","          1.94","159,310","173,178","          0.92","332,900","171,296","          1.94","159,448","173,452","          0.92","333,096","171,520","          1.94","159,503","173,593","          0.92","332,833","171,464","          1.94","159,324","173,509","          0.92"
"서울특별시 동대문구 (1123000000)","338,822","172,811","          1.96","165,648","173,174","          0.96","340,709","173,949","          1.96","166,519","174,190","          0.96","342,223","174,846","          1.96","167,280","174,943","          0.96","342,316","174,822","          1.96","167,276","175,040","          0.96","342,258","174,795","          1.96","167,256","175,002","          0.96","342,354","174,918","          1.96","167,257","175,097","          0.96","343,695","175,487","          1.96","167,750","175,945","          0.95"
"서울특별시 중랑구 (1126000000)","378,971","188,637","          2.01","185,333","193,638","          0.96","378,365","188,657","          2.01","185,097","193,268","          0.96","378,067","188,661","          2.00","184,934","193,133","          0.96","377,768","188,666","          2.00","184,714","193,054","          0.96","377,566","188,618","          2.00","184,552","193,014","          0.96","377,473","188,724","          2.00","184,512","192,961","          0.96","377,334","188,746","          2.00","184,437","192,897","          0.96"
"서울특별시 성북구 (1129000000)","420,710","196,178","          2.14","201,577","219,133","          0.92","420,571","196,729","          2.14","201,408","219,163","          0.92","420,380","196,988","          2.13","201,254","219,126","          0.92","421,599","197,587","          2.13","201,755","219,844","          0.92","423,045","198,280","          2.13","202,387","220,658","          0.92","424,030","198,882","          2.13","202,828","221,202","          0.92","424,247","199,125","          2.13","202,853","221,394","          0.92"
"서울특별시 강북구 (1130500000)","283,293","143,035","          1.98","136,674","146,619","          0.93","283,188","143,258","          1.98","136,566","146,622","          0.93","282,799","143,249","          1.97","136,335","146,464","          0.93","282,202","143,075","          1.97","136,013","146,189","          0.93","281,607","142,885","          1.97","135,710","145,897","          0.93","281,288","142,908","          1.97","135,541","145,747","          0.93","280,813","142,730","          1.97","135,251","145,562","          0.93"
"서울특별시 도봉구 (1132000000)","303,057","138,769","          2.18","146,548","156,509","          0.94","302,708","138,876","          2.18","146,292","156,416","          0.94","302,545","139,002","          2.18","146,102","156,443","          0.93","302,188","139,017","          2.17","145,926","156,262","          0.93","301,859","138,980","          2.17","145,796","156,063","          0.93","301,554","139,006","          2.17","145,641","155,913","          0.93","301,161","138,962","          2.17","145,399","155,762","          0.93"
"서울특별시 노원구 (1135000000)","490,307","217,328","          2.26","234,936","255,371","          0.92","489,683","217,528","          2.25","234,564","255,119","          0.92","489,831","218,325","          2.24","234,705","255,126","          0.92","488,995","218,164","          2.24","234,207","254,788","          0.92","488,062","217,893","          2.24","233,715","254,347","          0.92","487,216","217,558","          2.24","233,269","253,947","          0.92","486,173","217,153","          2.24","232,753","253,420","          0.92"
"서울특별시 은평구 (1138000000)","460,738","215,398","          2.14","218,101","242,637","          0.90","460,354","215,639","          2.13","217,837","242,517","          0.90","460,055","215,655","          2.13","217,653","242,402","          0.90","459,521","215,591","          2.13","217,367","242,154","          0.90","459,248","215,545","          2.13","217,193","242,055","          0.90","458,762","215,555","          2.13","216,939","241,823","          0.90","458,642","215,610","          2.13","216,857","241,785","          0.90"
"서울특별시 서대문구 (1141000000)","302,297","145,914","          2.07","143,239","159,058","          0.90","302,097","146,303","          2.06","143,084","159,013","          0.90","301,943","146,422","          2.06","142,926","159,017","          0.90","301,613","146,263","          2.06","142,729","158,884","          0.90","301,313","146,170","          2.06","142,525","158,788","          0.90","301,034","146,121","          2.06","142,365","158,669","          0.90","301,097","146,227","          2.06","142,405","158,692","          0.90"
"서울특별시 마포구 (1144000000)","360,981","180,980","          1.99","168,088","192,893","          0.87","360,764","181,235","          1.99","167,885","192,879","          0.87","360,520","181,157","          1.99","167,718","192,802","          0.87","360,144","181,099","          1.99","167,473","192,671","          0.87","359,795","180,925","          1.99","167,253","192,542","          0.87","359,622","180,907","          1.99","167,151","192,471","          0.87","359,125","180,739","          1.99","166,881","192,244","          0.87"
"서울특별시 양천구 (1147000000)","430,618","180,118","          2.39","209,958","220,660","          0.95","430,047","180,148","          2.39","209,657","220,390","          0.95","429,468","180,133","          2.38","209,250","220,218","          0.95","428,935","180,143","          2.38","208,936","219,999","          0.95","428,554","180,126","          2.38","208,748","219,806","          0.95","428,045","180,103","          2.38","208,468","219,577","          0.95","427,379","180,031","          2.37","208,113","219,266","          0.95"
"서울특별시 강서구 (1150000000)","555,518","273,773","          2.03","265,867","289,651","          0.92","554,535","273,745","          2.03","265,359","289,176","          0.92","553,987","273,685","          2.02","264,967","289,020","          0.92","553,181","273,515","          2.02","264,575","288,606","          0.92","552,467","273,295","          2.02","264,160","288,307","          0.92","551,899","273,259","          2.02","263,809","288,090","          0.92","551,848","273,566","          2.02","263,763","288,085","          0.92"
"서울특별시 구로구 (1153000000)","387,510","183,840","          2.11","189,651","197,859","          0.96","386,862","183,935","          2.10","189,337","197,525","          0.96","386,518","183,970","          2.10","189,161","197,357","          0.96","386,392","184,093","          2.10","189,043","197,349","          0.96","386,218","184,141","          2.10","188,935","197,283","          0.96","386,031","184,446","          2.09","188,818","197,213","          0.96","385,786","184,522","          2.09","188,682","197,104","          0.96"
"서울특별시 금천구 (1154500000)","224,924","121,026","          1.86","113,054","111,870","          1.01","224,411","121,060","          1.85","112,734","111,677","          1.01","224,412","121,136","          1.85","112,655","111,757","          1.01","224,429","121,263","          1.85","112,655","111,774","          1.01","224,288","121,318","          1.85","112,630","111,658","          1.01","224,076","121,363","          1.85","112,493","111,583","          1.01","223,771","121,333","          1.84","112,380","111,391","          1.01"
"서울특별시 영등포구 (1156000000)","373,307","192,170","          1.94","182,615","190,692","          0.96","373,071","192,415","          1.94","182,469","190,602","          0.96","373,056","192,568","          1.94","182,470","190,586","          0.96","372,996","192,658","          1.94","182,339","190,657","          0.96","372,874","192,688","          1.94","182,213","190,661","          0.96","372,863","192,746","          1.93","182,123","190,740","          0.95","372,690","192,709","          1.93","181,998","190,692","          0.95"
"서울특별시 동작구 (1159000000)","375,456","186,838","          2.01","181,356","194,100","          0.93","375,642","187,466","          2.00","181,373","194,269","          0.93","375,547","187,750","          2.00","181,267","194,280","          0.93","375,135","187,582","          2.00","181,054","194,081","          0.93","374,837","187,543","          2.00","180,832","194,005","          0.93","374,777","187,650","          2.00","180,772","194,005","          0.93","374,200","187,496","          2.00","180,560","193,640","          0.93"
"서울특별시 관악구 (1162000000)","477,940","286,279","          1.67","240,565","237,375","          1.01","478,699","287,620","          1.66","240,925","237,774","          1.01","479,067","288,132","          1.66","241,013","238,054","          1.01","479,179","288,305","          1.66","241,077","238,102","          1.01","479,176","288,372","          1.66","241,014","238,162","          1.01","479,320","288,722","          1.66","241,080","238,240","          1.01","479,285","288,846","          1.66","241,138","238,147","          1.01"
"서울특별시 서초구 (1165000000)","408,324","170,701","          2.39","194,124","214,200","          0.91","408,248","170,782","          2.39","194,015","214,233","          0.91","407,958","170,810","          2.39","193,818","214,140","          0.91","407,779","170,787","          2.39","193,742","214,037","          0.91","407,516","170,735","          2.39","193,626","213,890","          0.91","407,507","170,798","          2.39","193,609","213,898","          0.91","409,387","171,621","          2.39","194,552","214,835","          0.91"
"서울특별시 강남구 (1168000000)","557,115","244,962","          2.27","266,239","290,876","          0.92","557,501","245,076","          2.27","266,430","291,071","          0.92","557,296","245,139","          2.27","266,325","290,971","          0.92","556,822","245,008","          2.27","266,037","290,785","          0.91","556,506","244,981","          2.27","265,941","290,565","          0.92","556,565","245,092","          2.27","266,021","290,544","          0.92","556,429","245,158","          2.27","265,895","290,534","          0.92"
"서울특별시 송파구 (1171000000)","649,071","286,796","          2.26","311,160","337,911","          0.92","648,432","286,835","          2.26","310,798","337,634","          0.92","647,895","286,911","          2.26","310,454","337,441","          0.92","647,426","286,913","          2.26","310,186","337,240","          0.92","646,786","286,760","          2.26","309,794","336,992","          0.92","646,591","286,908","          2.25","309,664","336,927","          0.92","646,256","286,820","          2.25","309,477","336,779","          0.92"
"서울특별시 강동구 (1174000000)","484,301","215,368","          2.25","236,499","247,802","          0.95","492,005","218,383","          2.25","240,257","251,748","          0.95","495,271","219,979","          2.25","241,731","253,540","          0.95","496,334","220,617","          2.25","242,157","254,177","          0.95","497,190","221,076","          2.25","242,534","254,656","          0.95","498,079","221,605","          2.25","242,954","255,125","          0.95","498,673","221,905","          2.25","243,202","255,471","          0.95"
"부산광역시  (2600000000)","3,263,891","1,569,695","          2.08","1,588,357","1,675,534","          0.95","3,262,337","1,573,020","          2.07","1,587,357","1,674,980","          0.95","3,259,219","1,573,392","          2.07","1,585,597","1,673,622","          0.95","3,256,408","1,573,173","          2.07","1,584,035","1,672,373","          0.95","3,254,457","1,573,175","          2.07","1,582,928","1,671,529","          0.95","3,252,830","1,573,451","          2.07","1,582,043","1,670,787","          0.95","3,251,625","1,573,702","          2.07","1,581,251","1,670,374","          0.95"
"부산광역시 중구 (2611000000)","37,469","23,509","          1.59","18,209","19,260","          0.95","37,377","23,540","          1.59","18,135","19,242","          0.94","37,295","23,526","          1.59","18,087","19,208","          0.94","37,193","23,497","          1.58","18,029","19,164","          0.94","37,080","23,420","          1.58","17,956","19,124","          0.94","36,999","23,407","          1.58","17,926","19,073","          0.94","36,936","23,392","          1.58","17,889","19,047","          0.94"
"부산광역시 서구 (2614000000)","103,065","53,584","          1.92","49,454","53,611","          0.92","102,995","53,692","          1.92","49,431","53,564","          0.92","102,891","53,679","          1.92","49,334","53,557","          0.92","102,763","53,632","          1.92","49,308","53,455","          0.92","102,681","53,623","          1.91","49,258","53,423","          0.92","102,581","53,612","          1.91","49,203","53,378","          0.92","102,526","53,572","          1.91","49,135","53,391","          0.92"
"부산광역시 동구 (2617000000)","85,857","47,040","          1.83","41,669","44,188","          0.94","85,755","47,048","          1.82","41,618","44,137","          0.94","85,559","47,000","          1.82","41,529","44,030","          0.94","85,214","46,817","          1.82","41,351","43,863","          0.94","84,897","46,646","          1.82","41,182","43,715","          0.94","84,653","46,515","          1.82","41,079","43,574","          0.94","84,431","46,465","          1.82","40,970","43,461","          0.94"
"부산광역시 영도구 (2620000000)","103,503","53,560","          1.93","50,766","52,737","          0.96","103,268","53,587","          1.93","50,645","52,623","          0.96","103,032","53,547","          1.92","50,529","52,503","          0.96","102,819","53,498","          1.92","50,414","52,405","          0.96","102,719","53,527","          1.92","50,359","52,360","          0.96","102,509","53,491","          1.92","50,249","52,260","          0.96","102,367","53,474","          1.91","50,160","52,207","          0.96"
"부산광역시 부산진구 (2623000000)","359,150","184,230","          1.95","171,994","187,156","          0.92","361,200","185,673","          1.95","172,950","188,250","          0.92","362,533","186,462","          1.94","173,556","188,977","          0.92","363,757","187,118","          1.94","174,081","189,676","          0.92","364,540","187,626","          1.94","174,454","190,086","          0.92","364,707","187,901","          1.94","174,519","190,188","          0.92","364,987","188,038","          1.94","174,580","190,407","          0.92"
"부산광역시 동래구 (2626000000)","274,843","122,410","          2.25","132,444","142,399","          0.93","274,907","122,713","          2.24","132,468","142,439","          0.93","274,784","122,741","          2.24","132,398","142,386","          0.93","274,658","122,779","          2.24","132,292","142,366","          0.93","274,663","122,856","          2.24","132,322","142,341","          0.93","274,473","122,910","          2.23","132,226","142,247","          0.93","274,362","122,918","          2.23","132,151","142,211","          0.93"
"부산광역시 남구 (2629000000)","253,970","119,408","          2.13","123,515","130,455","          0.95","254,006","119,872","          2.12","123,518","130,488","          0.95","253,613","119,803","          2.12","123,330","130,283","          0.95","253,259","119,662","          2.12","123,171","130,088","          0.95","252,829","119,513","          2.12","122,907","129,922","          0.95","252,382","119,382","          2.11","122,634","129,748","          0.95","251,950","119,202","          2.11","122,353","129,597","          0.94"
"부산광역시 북구 (2632000000)","267,287","122,321","          2.19","131,133","136,154","          0.96","266,587","122,303","          2.18","130,797","135,790","          0.96","266,015","122,255","          2.18","130,466","135,549","          0.96","265,580","122,221","          2.17","130,248","135,332","          0.96","265,237","122,169","          2.17","130,109","135,128","          0.96","264,872","122,132","          2.17","129,906","134,966","          0.96","264,537","122,130","          2.17","129,735","134,802","          0.96"
"부산광역시 해운대구 (2635000000)","376,213","169,837","          2.22","180,186","196,027","          0.92","375,677","169,886","          2.21","179,920","195,757","          0.92","375,227","169,847","          2.21","179,704","195,523","          0.92","374,722","169,768","          2.21","179,407","195,315","          0.92","374,321","169,719","          2.21","179,183","195,138","          0.92","374,089","169,720","          2.20","179,109","194,980","          0.92","373,879","169,744","          2.20","179,028","194,851","          0.92"
"부산광역시 사하구 (2638000000)","292,117","140,573","          2.08","144,881","147,236","          0.98","291,691","140,789","          2.07","144,691","147,000","          0.98","291,246","140,774","          2.07","144,450","146,796","          0.98","290,757","140,681","          2.07","144,217","146,540","          0.98","290,088","140,483","          2.06","143,872","146,216","          0.98","289,432","140,379","          2.06","143,570","145,862","          0.98","288,817","140,233","          2.06","143,225","145,592","          0.98"
"부산광역시 금정구 (2641000000)","209,326","104,496","          2.00","101,891","107,435","          0.95","209,514","105,024","          1.99","101,959","107,555","          0.95","209,085","104,987","          1.99","101,728","107,357","          0.95","208,770","104,947","          1.99","101,577","107,193","          0.95","208,475","104,876","          1.99","101,441","107,034","          0.95","208,216","104,813","          1.99","101,259","106,957","          0.95","207,955","104,791","          1.98","101,150","106,805","          0.95"
"부산광역시 강서구 (2644000000)","142,869","62,436","          2.29","73,992","68,877","          1.07","142,806","62,511","          2.28","73,927","68,879","          1.07","142,703","62,512","          2.28","73,869","68,834","          1.07","142,620","62,498","          2.28","73,824","68,796","          1.07","143,827","62,948","          2.28","74,403","69,424","          1.07","145,207","63,406","          2.29","75,100","70,107","          1.07","146,843","64,022","          2.29","75,908","70,935","          1.07"
"부산광역시 연제구 (2647000000)","212,566","99,571","          2.13","101,515","111,051","          0.91","212,009","99,517","          2.13","101,183","110,826","          0.91","211,527","99,396","          2.13","100,946","110,581","          0.91","211,373","99,376","          2.13","100,850","110,523","          0.91","210,866","99,205","          2.13","100,628","110,238","          0.91","211,127","99,375","          2.12","100,761","110,366","          0.91","211,068","99,416","          2.12","100,741","110,327","          0.91"
"부산광역시 수영구 (2650000000)","171,871","88,118","          1.95","80,418","91,453","          0.88","171,468","88,169","          1.94","80,221","91,247","          0.88","171,131","88,096","          1.94","80,009","91,122","          0.88","170,666","87,952","          1.94","79,801","90,865","          0.88","170,426","87,886","          1.94","79,700","90,726","          0.88","170,228","87,825","          1.94","79,599","90,629","          0.88","170,124","87,811","          1.94","79,637","90,487","          0.88"
"부산광역시 사상구 (2653000000)","198,258","99,415","          1.99","99,327","98,931","          1.00","198,002","99,548","          1.99","99,150","98,852","          1.00","197,625","99,546","          1.99","98,968","98,657","          1.00","197,247","99,406","          1.98","98,749","98,498","          1.00","196,869","99,306","          1.98","98,491","98,378","          1.00","196,467","99,166","          1.98","98,262","98,205","          1.00","195,980","98,990","          1.98","97,962","98,018","          1.00"
"부산광역시 기장군 (2671000000)","175,527","79,187","          2.22","86,963","88,564","          0.98","175,075","79,148","          2.21","86,744","88,331","          0.98","174,953","79,221","          2.21","86,694","88,259","          0.98","175,010","79,321","          2.21","86,716","88,294","          0.98","174,939","79,372","          2.20","86,663","88,276","          0.98","174,888","79,417","          2.20","86,641","88,247","          0.98","174,863","79,504","          2.20","86,627","88,236","          0.98"
"대구광역시  (2700000000)","2,363,281","1,104,490","          2.14","1,159,235","1,204,046","          0.96","2,362,578","1,107,127","          2.13","1,158,607","1,203,971","          0.96","2,360,493","1,107,511","          2.13","1,157,424","1,203,069","          0.96","2,359,159","1,107,916","          2.13","1,156,613","1,202,546","          0.96","2,357,997","1,108,216","          2.13","1,155,934","1,202,063","          0.96","2,357,052","1,108,762","          2.13","1,155,353","1,201,699","          0.96","2,357,040","1,109,489","          2.12","1,155,185","1,201,855","          0.96"
"대구광역시 중구 (2711000000)","98,112","48,972","          2.00","46,959","51,153","          0.92","98,568","49,296","          2.00","47,115","51,453","          0.92","98,711","49,373","          2.00","47,207","51,504","          0.92","98,877","49,423","          2.00","47,300","51,577","          0.92","99,047","49,474","          2.00","47,383","51,664","          0.92","99,598","49,716","          2.00","47,649","51,949","          0.92","100,332","49,997","          2.01","48,014","52,318","          0.92"
"대구광역시 동구 (2714000000)","342,133","164,871","          2.08","167,334","174,799","          0.96","341,690","165,112","          2.07","167,064","174,626","          0.96","341,474","165,212","          2.07","166,940","174,534","          0.96","341,142","165,276","          2.06","166,767","174,375","          0.96","340,886","165,337","          2.06","166,674","174,212","          0.96","340,568","165,418","          2.06","166,491","174,077","          0.96","340,495","165,453","          2.06","166,413","174,082","          0.96"
"대구광역시 서구 (2717000000)","162,815","84,179","          1.93","80,662","82,153","          0.98","162,411","84,099","          1.93","80,507","81,904","          0.98","162,083","83,969","          1.93","80,330","81,753","          0.98","161,712","83,855","          1.93","80,126","81,586","          0.98","161,318","83,785","          1.93","79,924","81,394","          0.98","161,058","83,700","          1.92","79,789","81,269","          0.98","160,919","83,687","          1.92","79,699","81,220","          0.98"
"대구광역시 남구 (2720000000)","136,642","75,367","          1.81","65,179","71,463","          0.91","136,898","75,632","          1.81","65,238","71,660","          0.91","136,848","75,672","          1.81","65,205","71,643","          0.91","136,703","75,653","          1.81","65,109","71,594","          0.91","136,603","75,609","          1.81","65,031","71,572","          0.91","136,559","75,650","          1.81","65,029","71,530","          0.91","136,417","75,641","          1.80","64,968","71,449","          0.91"
"대구광역시 북구 (2723000000)","412,347","191,556","          2.15","204,215","208,132","          0.98","412,180","192,207","          2.14","204,112","208,068","          0.98","411,612","192,204","          2.14","203,824","207,788","          0.98","411,446","192,246","          2.14","203,651","207,795","          0.98","411,434","192,392","          2.14","203,648","207,786","          0.98","411,316","192,482","          2.14","203,574","207,742","          0.98","411,135","192,532","          2.14","203,440","207,695","          0.98"
"대구광역시 수성구 (2726000000)","409,676","174,897","          2.34","197,089","212,587","          0.93","410,259","175,512","          2.34","197,369","212,890","          0.93","409,989","175,663","          2.33","197,166","212,823","          0.93","409,898","175,818","          2.33","197,082","212,816","          0.93","409,747","175,934","          2.33","196,999","212,748","          0.93","409,536","176,034","          2.33","196,847","212,689","          0.93","409,457","176,147","          2.32","196,795","212,662","          0.93"
"대구광역시 달서구 (2729000000)","521,673","237,488","          2.20","255,670","266,003","          0.96","521,290","238,129","          2.19","255,412","265,878","          0.96","520,773","238,239","          2.19","255,121","265,652","          0.96","520,577","238,412","          2.18","255,034","265,543","          0.96","520,358","238,440","          2.18","254,847","265,511","          0.96","520,077","238,540","          2.18","254,672","265,405","          0.96","520,110","238,711","          2.18","254,608","265,502","          0.96"
"대구광역시 달성군 (2771000000)","257,469","113,775","          2.26","130,531","126,938","          1.03","256,852","113,746","          2.26","130,188","126,664","          1.03","256,559","113,761","          2.26","130,013","126,546","          1.03","256,376","113,809","          2.25","129,930","126,446","          1.03","256,199","113,819","          2.25","129,827","126,372","          1.03","255,946","113,784","          2.25","129,695","126,251","          1.03","255,785","113,879","          2.25","129,619","126,166","          1.03"
"대구광역시 군위군 (2772000000)","22,414","13,385","          1.67","11,596","10,818","          1.07","22,430","13,394","          1.67","11,602","10,828","          1.07","22,444","13,418","          1.67","11,618","10,826","          1.07","22,428","13,424","          1.67","11,614","10,814","          1.07","22,405","13,426","          1.67","11,601","10,804","          1.07","22,394","13,438","          1.67","11,607","10,787","          1.08","22,390","13,442","          1.67","11,629","10,761","          1.08"
"인천광역시  (2800000000)","3,023,649","1,375,788","          2.20","1,510,615","1,513,034","          1.00","3,027,854","1,380,110","          2.19","1,512,651","1,515,203","          1.00","3,031,361","1,383,536","          2.19","1,514,643","1,516,718","          1.00","3,033,844","1,385,644","          2.19","1,515,919","1,517,925","          1.00","3,037,049","1,387,911","          2.19","1,517,498","1,519,551","          1.00","3,039,450","1,389,855","          2.19","1,518,758","1,520,692","          1.00","3,041,215","1,391,254","          2.19","1,519,326","1,521,889","          1.00"
"인천광역시 중구 (2811000000)","168,271","84,410","          1.99","87,070","81,201","          1.07","170,614","85,590","          1.99","88,321","82,293","          1.07","171,635","86,142","          1.99","88,891","82,744","          1.07","172,111","86,428","          1.99","89,164","82,947","          1.07","172,672","86,741","          1.99","89,436","83,236","          1.07","173,185","87,045","          1.99","89,736","83,449","          1.08","173,592","87,313","          1.99","89,890","83,702","          1.07"
"인천광역시 중구영종출장소 (2811400000)","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00"
"인천광역시 중구용유출장소 (2811800000)","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00"
"인천광역시 동구 (2814000000)","58,162","27,750","          2.10","29,143","29,019","          1.00","57,893","27,701","          2.09","29,029","28,864","          1.01","57,738","27,639","          2.09","28,929","28,809","          1.00","57,536","27,562","          2.09","28,820","28,716","          1.00","57,369","27,523","          2.08","28,733","28,636","          1.00","57,260","27,503","          2.08","28,692","28,568","          1.00","57,125","27,459","          2.08","28,619","28,506","          1.00"
"인천광역시 미추홀구 (2817700000)","412,621","201,203","          2.05","207,592","205,029","          1.01","414,427","202,360","          2.05","208,518","205,909","          1.01","415,614","203,313","          2.04","209,135","206,479","          1.01","416,050","203,666","          2.04","209,365","206,685","          1.01","416,570","204,164","          2.04","209,604","206,966","          1.01","416,965","204,477","          2.04","209,830","207,135","          1.01","417,767","204,961","          2.04","210,204","207,563","          1.01"
"인천광역시 연수구 (2818500000)","400,461","163,884","          2.44","198,189","202,272","          0.98","400,845","164,215","          2.44","198,313","202,532","          0.98","402,152","165,292","          2.43","199,040","203,112","          0.98","403,374","165,977","          2.43","199,689","203,685","          0.98","404,371","166,367","          2.43","200,199","204,172","          0.98","404,791","166,626","          2.43","200,403","204,388","          0.98","405,380","166,797","          2.43","200,646","204,734","          0.98"
"인천광역시 남동구 (2820000000)","485,702","224,930","          2.16","240,980","244,722","          0.98","484,353","224,910","          2.15","240,339","244,014","          0.98","483,829","224,969","          2.15","240,050","243,779","          0.98","483,237","224,992","          2.15","239,768","243,469","          0.98","482,743","224,957","          2.15","239,525","243,218","          0.98","482,547","225,044","          2.14","239,370","243,177","          0.98","482,128","225,049","          2.14","239,160","242,968","          0.98"
"인천광역시 부평구 (2823700000)","493,853","225,553","          2.19","242,819","251,034","          0.97","493,721","225,955","          2.19","242,667","251,054","          0.97","493,634","226,088","          2.18","242,656","250,978","          0.97","493,693","226,251","          2.18","242,652","251,041","          0.97","493,504","226,389","          2.18","242,539","250,965","          0.97","493,326","226,491","          2.18","242,423","250,903","          0.97","493,043","226,497","          2.18","242,207","250,836","          0.97"
"인천광역시 계양구 (2824500000)","279,685","127,621","          2.19","139,075","140,610","          0.99","278,984","127,590","          2.19","138,680","140,304","          0.99","278,513","127,583","          2.18","138,468","140,045","          0.99","278,219","127,600","          2.18","138,343","139,876","          0.99","277,969","127,613","          2.18","138,232","139,737","          0.99","277,702","127,602","          2.18","138,152","139,550","          0.99","277,321","127,649","          2.17","137,978","139,343","          0.99"
"인천광역시 서구 (2826000000)","635,553","272,493","          2.33","319,743","315,810","          1.01","637,731","273,777","          2.33","320,820","316,911","          1.01","639,008","274,429","          2.33","321,498","317,510","          1.01","640,337","275,014","          2.33","322,112","318,225","          1.01","642,574","275,983","          2.33","323,236","319,338","          1.01","644,376","276,849","          2.33","324,136","320,240","          1.01","645,541","277,290","          2.33","324,596","320,945","          1.01"
"인천광역시 서구검단출장소 (2826500000)","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00","0","0","          0.00"
"인천광역시 강화군 (2871000000)","69,439","35,643","          1.95","34,719","34,720","          1.00","69,487","35,728","          1.94","34,727","34,760","          1.00","69,442","35,778","          1.94","34,748","34,694","          1.00","69,467","35,810","          1.94","34,746","34,721","          1.00","69,501","35,850","          1.94","34,757","34,744","          1.00","69,562","35,904","          1.94","34,794","34,768","          1.00","69,600","35,937","          1.94","34,812","34,788","          1.00"
